"rgn_id","year","count"
10,2010,22201271.9018582
1,2010,22201271.9018582
11,2010,22201271.9018582
7,2010,22201271.9018582
3,2010,22201271.9018582
5,2011,22655934.5077274
9,2011,22655934.5077274
8,2011,22655934.5077274
2,2011,22655934.5077274
4,2011,22655934.5077274
6,2011,22655934.5077274
12,2011,22655934.5077274
10,2011,22655934.5077274
1,2011,22655934.5077274
11,2011,22655934.5077274
7,2011,22655934.5077274
3,2011,22655934.5077274
5,2012,23107343.6279861
9,2012,23107343.6279861
8,2012,23107343.6279861
2,2012,23107343.6279861
4,2012,23107343.6279861
6,2012,23107343.6279861
12,2012,23107343.6279861
10,2012,23107343.6279861
1,2012,23107343.6279861
11,2012,23107343.6279861
7,2012,23107343.6279861
3,2012,23107343.6279861
