"rgn_id","year","area_km2"
1,2010,10
1,2011,10
1,2012,10
1,2013,10
1,2014,10
1,2015,10
2,2010,10
2,2011,10
2,2012,10
2,2013,10
2,2014,10
2,2015,10
3,2010,10
3,2011,10
3,2012,10
3,2013,10
3,2014,10
3,2015,10
