"rgn_id","area_km2"
5,796774.35711
9,796774.35711
8,796774.35711
2,796774.35711
4,796774.35711
6,796774.35711
12,796774.35711
10,796774.35711
1,796774.35711
11,796774.35711
7,796774.35711
3,796774.35711
