"rgn_id","pressures.score"
5,0.997251953
9,0.997251953
8,0.997251953
2,0.997251953
4,0.997251953
6,0.997251953
12,0.997251953
10,0.997251953
1,0.997251953
11,0.997251953
7,0.997251953
3,0.997251953
