"rgn_id","product","weight"
1,"fish_oil",0.2
1,"ornamentals",0.2
1,"seaweeds",0.2
1,"shells",0.2
1,"sponges",0.2
2,"fish_oil",0.2
2,"ornamentals",0.2
2,"seaweeds",0.2
2,"shells",0.2
2,"sponges",0.2
3,"fish_oil",0.2
3,"ornamentals",0.2
3,"seaweeds",0.2
3,"shells",0.2
3,"sponges",0.2
