"rgn_id","trend.score"
5,"-0.208015697515955"
9,"-0.208015697515955"
8,"-0.208015697515955"
2,"-0.208015697515955"
4,"-0.208015697515955"
6,"-0.208015697515955"
12,"-0.208015697515955"
10,"-0.208015697515955"
1,"-0.208015697515955"
11,"-0.208015697515955"
7,"-0.208015697515955"
3,"-0.208015697515955"
