"rgn_id","value"
5,0.000591332
9,0.000591332
8,0.000591332
2,0.000591332
4,0.000591332
6,0.000591332
12,0.000591332
10,0.000591332
1,0.000591332
11,0.000591332
7,0.000591332
3,0.000591332
