"rgn_id","area_km2"
5,13850.6304880327
9,13850.6304880327
8,13850.6304880327
2,13850.6304880327
4,13850.6304880327
6,13850.6304880327
12,13850.6304880327
10,13850.6304880327
1,13850.6304880327
11,13850.6304880327
7,13850.6304880327
3,13850.6304880327
