"cntry_key","year","percent"
"COL",1998,15.00487512
"COL",2005,11.00722221
"COL",2006,12.03556112
"COL",2007,10.26224537
"COL",2008,11.41837191
"COL",2009,12.00270101
"COL",2010,7.14046649869999
