"rgn_id","year","count"
3,2005,18348.8634367542
5,2006,19728.3856779418
9,2006,179363.014107302
8,2006,74697.3870992148
2,2006,4520.2423260437
4,2006,12224.8762139533
6,2006,23394.1245105854
12,2006,23885.6289774358
10,2006,36178.0858050082
1,2006,21772.518481473
11,2006,6438.49496190004
7,2006,21535.2833024548
3,2006,19261.9585366875
5,2007,19274.1429377273
9,2007,175233.21107368
8,2007,72977.4924075399
2,2007,4416.16451176459
4,2007,11943.4005088013
6,2007,22855.4787543597
12,2007,23335.6664140728
10,2007,35345.091504306
1,2007,21271.2099295294
11,2007,6290.24970544094
7,2007,21039.4370503441
3,2007,18818.4552024342
5,2008,18530.4317846311
9,2008,168471.67081275
8,2008,70161.5863927388
2,2008,4245.76260015075
4,2008,11482.5530307584
6,2008,21973.5783495589
12,2008,22435.2375113116
