"rgn_id","area_km2"
5,2478.28568974446
9,2478.28568974446
8,2478.28568974446
2,2478.28568974446
4,2478.28568974446
6,2478.28568974446
12,2478.28568974446
10,2478.28568974446
1,2478.28568974446
11,2478.28568974446
7,2478.28568974446
3,2478.28568974446
