"rgn_id","saup_id","prop_area"
5,170,0.00696138722329034
9,170,0.0744394485850308
8,170,0.0719400475138239
2,170,0.00384910467868024
4,170,0.104461081752116
6,170,0.0156806602661739
12,170,0.167424698935062
10,170,0.0717043050957102
1,170,0.261208473139085
11,170,0.130747724938526
7,170,0.00786879274759661
3,170,0.0837142751249047
